company_name,domain,source_type,country,region_group,industry_label,website_url,wikidata_id,sitelinks,revenue_usd,employees,ranking_score,data_source,last_refreshed_on
Nabisco,nabisco.com,seed,United States,us,food processing,http://www.nabisco.com/,Q1545718,24,0.0,0,28.17,wikidata,2026-02-18
Beyond Meat,beyondmeat.com,seed,United States,us,food industry,https://beyondmeat.com/,Q18205509,24,0.0,0,28.17,wikidata,2026-02-18
Kiehl's,kiehls.com,seed,United States,us,cosmetics industry,https://www.kiehls.com/,Q3196447,11,0.0,0,28.13,wikidata,2026-02-18
Quaker Oats Company,quakeroats.com,seed,United States,us,food industry,https://www.quakeroats.com/,Q2699694,23,0.0,0,28.09,wikidata,2026-02-18
Shiseido,shiseido.com,seed,Japan,apac,cosmetics industry,https://corp.shiseido.com/,Q728185,26,0.0,28793,28.073,wikidata,2026-02-18
Campbell's,campbells.com,seed,United States,us,food industry,https://www.campbells.com/,Q1030544,22,0.0,0,28.01,wikidata,2026-02-18
Sun Mark,sunmark.co.uk,seed,United Kingdom,uk,fast-moving consumer goods,http://www.sunmark.co.uk,Q22032163,1,0.0,0,27.83,wikidata,2026-02-18
Minute Maid,minutemaid.com,seed,United States,us,beverage industry,https://www.minutemaid.com/,Q1206056,19,0.0,0,27.77,wikidata,2026-02-18
Frito-Lay,fritolay.com,seed,United States,us,food industry,https://fritolay.com/,Q1221751,19,0.0,0,27.77,wikidata,2026-02-18
Amul,amul.com,seed,India,india,dairy industry,http://www.amul.com/,Q2721482,19,0.0,0,27.77,wikidata,2026-02-18
R.E.M. Beauty,rembeauty.com,seed,United States,us,cosmetics industry,https://rembeauty.com,Q117086143,6,0.0,0,27.73,wikidata,2026-02-18
Edgewell Personal Care,edgewell.com,seed,United States,us,personal care product,https://edgewell.com/,Q5337641,6,0.0,0,27.73,wikidata,2026-02-18
Anastasia Beverly Hills,anastasiabeverlyhills.com,seed,United States,us,cosmetics industry,https://www.anastasiabeverlyhills.com,Q56274930,6,0.0,0,27.73,wikidata,2026-02-18
Young Living,youngliving.com,seed,United States,us,personal care product,https://www.youngliving.com/,Q18067581,5,0.0,0,27.65,wikidata,2026-02-18
Supercuts,supercuts.com,seed,United States,us,beauty salon,http://www.supercuts.com,Q7643239,5,0.0,0,27.65,wikidata,2026-02-18
Remington Products,remingtonproducts.com,seed,United States,us,personal care product,http://www.remingtonproducts.com,Q825258,5,0.0,0,27.65,wikidata,2026-02-18
OPI Products,opi.com,seed,United States,us,cosmetics industry,https://www.opi.com,Q15982607,5,0.0,0,27.65,wikidata,2026-02-18
Modere,modere.com,seed,United States,us,personal care product,https://www.modere.com/,Q620881,5,0.0,0,27.65,wikidata,2026-02-18
Aveda,aveda.com,seed,United States,us,cosmetics industry,http://www.aveda.com/,Q4827965,5,0.0,0,27.65,wikidata,2026-02-18
Aveda,aveda.ca,seed,United States,us,cosmetics industry,https://www.aveda.ca/,Q4827965,5,0.0,0,27.65,wikidata,2026-02-18
"Conagra Brands, Inc.",conagrabrands.com,seed,United States,us,food industry,https://www.conagrabrands.com/,Q1123399,17,0.0,0,27.61,wikidata,2026-02-18
Great Clips,greatclips.com,seed,United States,us,beauty salon,https://www.greatclips.com/,Q5598967,4,0.0,0,27.57,wikidata,2026-02-18
e.l.f. Cosmetics,elfcosmetics.com,seed,United States,us,cosmetics industry,https://www.elfcosmetics.com/,Q5422801,4,0.0,0,27.57,wikidata,2026-02-18
AdvoCare,advocare.com,seed,United States,us,personal care product,https://www.advocare.com,Q4686868,4,0.0,0,27.57,wikidata,2026-02-18
Tropicana Products,tropicana.com,seed,United States,us,food industry,https://www.tropicana.com,Q1846049,16,0.0,0,27.53,wikidata,2026-02-18
Clorox,thecloroxcompany.com,seed,United States,us,food industry,http://www.thecloroxcompany.com,Q910368,16,0.0,0,27.53,wikidata,2026-02-18
Unicorn Grocery,unicorn-grocery.coop,seed,United Kingdom,uk,food industry,http://www.unicorn-grocery.coop/,Q7884777,3,0.0,64,27.5281,wikidata,2026-02-18
Thinx,shethinx.com,seed,United States,us,personal care product,https://www.shethinx.com/,Q28402777,3,0.0,0,27.49,wikidata,2026-02-18
Sunrider,sunrider.com,seed,United States,us,personal care product,http://www.sunrider.com,Q7641005,3,0.0,0,27.49,wikidata,2026-02-18
Shaklee,shaklee.com,seed,United States,us,cosmetics industry,http://www.shaklee.com/,Q7462961,3,0.0,0,27.49,wikidata,2026-02-18
"Origins Natural Resources, Inc.",origins.com,seed,United States,us,cosmetics industry,https://www.origins.com/,Q6643229,3,0.0,0,27.49,wikidata,2026-02-18
Jeffree Star Cosmetics,jeffreestarcosmetics.com,seed,United States,us,cosmetics industry,https://jeffreestarcosmetics.com/,Q72342808,3,0.0,0,27.49,wikidata,2026-02-18
Japan Tobacco,jti.co.jp,seed,Japan,apac,tobacco industry,https://www.jti.co.jp/,Q898568,25,0.0,63969,27.4784,wikidata,2026-02-18
Japan Tobacco,jt.com,seed,Japan,apac,tobacco industry,http://www.jt.com/,Q898568,25,0.0,63969,27.4784,wikidata,2026-02-18
Feastables,feastables.com,seed,United States,us,food processing,https://feastables.com/,Q115273234,15,0.0,0,27.45,wikidata,2026-02-18
Din Tai Fung,dintaifung.com.tw,seed,United States,us,food industry,http://www.dintaifung.com.tw,Q699142,15,0.0,0,27.45,wikidata,2026-02-18
Din Tai Fung,dintaifungusa.com,seed,United States,us,food industry,https://dintaifungusa.com/,Q699142,15,0.0,0,27.45,wikidata,2026-02-18
Younique,youniqueproducts.com,seed,United States,us,cosmetics industry,https://www.youniqueproducts.com/,Q85816886,2,0.0,0,27.41,wikidata,2026-02-18
Nerium International,nerium.com,seed,United States,us,cosmetics industry,https://www.nerium.com/,Q48180428,2,0.0,0,27.41,wikidata,2026-02-18
Merle Norman Cosmetics,merlenorman.com,seed,United States,us,cosmetics industry,https://www.merlenorman.com,Q104844059,2,0.0,0,27.41,wikidata,2026-02-18
Merle Norman Cosmetics,merlenormanstudio.com,seed,United States,us,cosmetics industry,https://www.merlenormanstudio.com,Q104844059,2,0.0,0,27.41,wikidata,2026-02-18
Madame C.J. Walker Manufacturing Company,madamewalker.net,seed,United States,us,cosmetics industry,http://www.madamewalker.net,Q6726282,2,0.0,0,27.41,wikidata,2026-02-18
Madame C.J. Walker Manufacturing Company,madamcjwalker.com,seed,United States,us,cosmetics industry,https://madamcjwalker.com,Q6726282,2,0.0,0,27.41,wikidata,2026-02-18
Julep,julep.com,seed,United States,us,personal care product,http://www.julep.com,Q21750314,2,0.0,0,27.41,wikidata,2026-02-18
Hair Cuttery,haircuttery.com,seed,United States,us,beauty salon,https://www.haircuttery.com/,Q5639484,2,0.0,0,27.41,wikidata,2026-02-18
Envision Healthcare,envisionhealthcare.com,seed,United States,us,beauty,http://www.envisionhealthcare.com,Q28155562,2,0.0,0,27.41,wikidata,2026-02-18
Bluemercury,bluemercury.com,seed,United States,us,cosmetics industry,https://www.bluemercury.com,Q4930376,2,0.0,0,27.41,wikidata,2026-02-18
Seagram Company Ltd.,seagramsgin.com,seed,United States,us,beverage industry,http://www.seagramsgin.com/,Q1969696,14,0.0,0,27.37,wikidata,2026-02-18
Monster Beverage,monsterbevcorp.com,seed,United States,us,beverage industry,http://www.monsterbevcorp.com/,Q1945295,14,0.0,0,27.37,wikidata,2026-02-18
Trixie Cosmetics,trixiecosmetics.com,seed,United States,us,cosmetics industry,https://trixiecosmetics.com,Q119862489,1,0.0,0,27.33,wikidata,2026-02-18
Rodan + Fields,rodanandfields.com,seed,United States,us,personal care product,http://www.rodanandfields.com,Q24915149,1,0.0,0,27.33,wikidata,2026-02-18
RealSelf,realself.com,seed,United States,us,cosmetics industry,https://www.realself.com,Q22908167,1,0.0,0,27.33,wikidata,2026-02-18
NeoLife,neolife.com,seed,United States,us,cosmetics industry,http://www.neolife.com/,Q25429916,1,0.0,0,27.33,wikidata,2026-02-18
Morphe,morphe.com,seed,United States,us,cosmetics industry,https://www.morphe.com/,Q85944707,1,0.0,0,27.33,wikidata,2026-02-18
Monat,monatglobal.com,seed,United States,us,personal care product,https://monatglobal.com/,Q97174844,1,0.0,0,27.33,wikidata,2026-02-18
Modelinia,modelinia.com,seed,United States,us,cosmetics industry,http://www.modelinia.com,Q6888376,1,0.0,0,27.33,wikidata,2026-02-18
Lifeplus,lifeplus.com,seed,United States,us,personal care product,https://ww1.lifeplus.com/,Q60848202,1,0.0,0,27.33,wikidata,2026-02-18
Jeunesse Global,jeunesseglobal.com,seed,United States,us,cosmetics industry,https://jeunesseglobal.com,Q23878133,1,0.0,0,27.33,wikidata,2026-02-18
DEX New York,dexnewyork.com,seed,United States,us,personal care product,https://www.dexnewyork.com/,Q16835173,1,0.0,0,27.33,wikidata,2026-02-18
Cbi Laboratories,cbiskincare.com,seed,United States,us,cosmetics industry,http://www.cbiskincare.com,Q5055620,1,0.0,0,27.33,wikidata,2026-02-18
Bondi Sands,bondisands.co.uk,seed,United States,us,cosmetics industry,https://www.bondisands.co.uk/,Q85845553,1,0.0,0,27.33,wikidata,2026-02-18
Beautycounter,beautycounter.com,seed,United States,us,cosmetics industry,http://beautycounter.com,Q28222828,1,0.0,0,27.33,wikidata,2026-02-18
Arbonne International,arbonne.com,seed,United States,us,personal care product,http://www.arbonne.com,Q29964082,1,0.0,0,27.33,wikidata,2026-02-18
America's Best Contacts & Eyeglasses,americasbest.com,seed,United States,us,Health and Personal Care Stores,https://www.americasbest.com/,Q4742504,1,0.0,0,27.33,wikidata,2026-02-18
Adani Wilmar,awl.in,seed,India,india,personal care product,https://www.awl.in,Q109979847,1,0.0,0,27.33,wikidata,2026-02-18
Yuengling,yuengling.com,seed,United States,us,beverage industry,http://www.yuengling.com/,Q844073,13,0.0,0,27.29,wikidata,2026-02-18
Tata Consumer Products,tataconsumer.com,seed,India,india,food industry,https://www.tataconsumer.com,Q795622,13,0.0,0,27.29,wikidata,2026-02-18
McCormick & Company,mccormickcorporation.com,seed,United States,us,food industry,http://www.mccormickcorporation.com,Q1915049,13,0.0,0,27.29,wikidata,2026-02-18
Youngevity,youngevity.com,seed,United States,us,personal care product,https://youngevity.com/,Q33973342,0,0.0,0,27.25,wikidata,2026-02-18
Ursa Major Skin Care,ursamajorvt.com,seed,United States,us,personal care product,https://www.ursamajorvt.com/,Q83549311,0,0.0,0,27.25,wikidata,2026-02-18
Trek Alliance,trekalliance.com,seed,United States,us,personal care product,http://www.trekalliance.com,Q30060534,0,0.0,0,27.25,wikidata,2026-02-18
Seint,seintofficial.com,seed,United States,us,cosmetics industry,https://www.seintofficial.com,Q123013585,0,0.0,0,27.25,wikidata,2026-02-18
Rain International,rainintl.com,seed,United States,us,personal care product,https://rainintl.com,Q33849405,0,0.0,0,27.25,wikidata,2026-02-18
Prose Beauty,prose.com,seed,United States,us,cosmetics industry,https://prose.com/,Q122050725,0,0.0,0,27.25,wikidata,2026-02-18
"Phoenix Chemical, inc.",phoenix-chem.com,seed,United States,us,cosmetics industry,https://phoenix-chem.com/,Q89038817,0,0.0,0,27.25,wikidata,2026-02-18
Perfumania,perfumania.com,seed,United States,us,cosmetics industry,https://www.perfumania.com,Q72983916,0,0.0,0,27.25,wikidata,2026-02-18
Natural Escapes Body,naturalescapes.com,seed,United States,us,cosmetics industry,https://www.naturalescapes.com,Q135436937,0,0.0,0,27.25,wikidata,2026-02-18
Mollagara Since 1895,mollagaraofficial.com,seed,United States,us,cosmetics industry,https://mollagaraofficial.com/,Q135678918,0,0.0,0,27.25,wikidata,2026-02-18
Melaleuca,melaleuca.com,seed,United States,us,personal care product,http://www.melaleuca.com,Q30059390,0,0.0,0,27.25,wikidata,2026-02-18
Mars Nails,marsnails.com,seed,United States,us,cosmetics industry,https://www.marsnails.com/,Q136676349,0,0.0,0,27.25,wikidata,2026-02-18
Magic in Mohmaya,magicinmohmaya.com,seed,India,india,cosmetics industry,https://magicinmohmaya.com/,Q136675560,0,0.0,0,27.25,wikidata,2026-02-18
LYLA BLANC PRIVATE LIMITED,lylablanc.in,seed,India,india,cosmetics industry,https://www.lylablanc.in/,Q105037683,0,0.0,0,27.25,wikidata,2026-02-18
Juvia's Place,juviasplace.com,seed,United States,us,cosmetics industry,https://www.juviasplace.com/,Q111287993,0,0.0,0,27.25,wikidata,2026-02-18
IWELL US,iwellus.com,seed,United States,us,cosmetics industry,https://iwellus.com,Q134007155,0,0.0,0,27.25,wikidata,2026-02-18
Essanté Organics,essanteorganics.com,seed,United States,us,personal care product,http://www.essanteorganics.com/,Q33317675,0,0.0,0,27.25,wikidata,2026-02-18
Credo,credobeauty.com,seed,United States,us,cosmetics industry,https://credobeauty.com,Q33308819,0,0.0,0,27.25,wikidata,2026-02-18
Cleverman,cleverman.com,seed,United States,us,personal care product,https://cleverman.com,Q135642589,0,0.0,0,27.25,wikidata,2026-02-18
Bolden,boldenusa.com,seed,United States,us,cosmetics industry,https://www.boldenusa.com/,Q29187775,0,0.0,0,27.25,wikidata,2026-02-18
Pillsbury Company,pillsbury.ca,seed,United States,us,food industry,https://www.pillsbury.ca,Q1423726,12,0.0,0,27.21,wikidata,2026-02-18
Pillsbury Company,pillsbury.com,seed,United States,us,food industry,https://www.pillsbury.com/,Q1423726,12,0.0,0,27.21,wikidata,2026-02-18
Keurig Dr Pepper,keurigdrpepper.com,seed,United States,us,beverage industry,https://www.keurigdrpepper.com/,Q3116111,12,0.0,0,27.21,wikidata,2026-02-18
Instacart,instacart.com,seed,United States,us,food product,https://instacart.com/,Q22909236,12,0.0,0,27.21,wikidata,2026-02-18
Impossible Foods,impossiblefoods.com,seed,United States,us,food industry,http://impossiblefoods.com/,Q21515382,12,0.0,0,27.21,wikidata,2026-02-18
Gerber Products Company,gerber.com,seed,United States,us,food industry,http://gerber.com/,Q523452,12,0.0,0,27.21,wikidata,2026-02-18
Lotte,lotte.co.jp,seed,Japan,apac,beverage industry,https://www.lotte.co.jp/,Q482841,22,0.0,60000,27.1994,wikidata,2026-02-18
Rimmel,rimmellondon.com,seed,United Kingdom,uk,cosmetics industry,https://www.rimmellondon.com,Q966846,18,0.0,0,27.19,wikidata,2026-02-18
Lush,lush.com,seed,United Kingdom,uk,cosmetics industry,https://www.lush.com/,Q1585448,18,0.0,0,27.19,wikidata,2026-02-18
Dean Foods,deanfoods.com,seed,United States,us,food industry,https://www.deanfoods.com/,Q645072,11,0.0,0,27.13,wikidata,2026-02-18
Chobani,chobani.com,seed,United States,us,food processing,http://chobani.com/,Q5103456,11,0.0,0,27.13,wikidata,2026-02-18
ASOS,asos.com,seed,United Kingdom,uk,cosmetics industry,https://www.asos.com,Q211951,17,0.0,0,27.11,wikidata,2026-02-18
Unilever Australasia,unilever.com.au,seed,Australia,australia,fast-moving consumer goods,http://www.unilever.com.au/,Q7885206,1,0.0,0,27.08,wikidata,2026-02-18
Twinings,twinings.co.uk,seed,United Kingdom,uk,food industry,https://www.twinings.co.uk/,Q1054692,29,0.0,0,27.07,wikidata,2026-02-18
Suntory Global Spirits,beamsuntory.com,seed,United States,us,beverage industry,http://www.beamsuntory.com/,Q2892812,10,0.0,0,27.05,wikidata,2026-02-18
Reynolds American,reynoldsamerican.com,seed,United States,us,tobacco industry,https://www.reynoldsamerican.com/,Q947718,10,0.0,0,27.05,wikidata,2026-02-18
Mother Dairy,motherdairy.com,seed,India,india,food processing,http://www.motherdairy.com,Q6917320,10,0.0,0,27.05,wikidata,2026-02-18
Jimmy John's,jimmyjohns.com,seed,United States,us,food industry,https://www.jimmyjohns.com/,Q1689380,10,0.0,0,27.05,wikidata,2026-02-18
Arizona Beverage Company,drinkarizona.com,seed,United States,us,beverage industry,https://drinkarizona.com/,Q4791249,10,0.0,0,27.05,wikidata,2026-02-18
US Foods,usfoods.com,seed,United States,us,foodservice distributor,https://www.usfoods.com/,Q1668265,9,0.0,0,26.97,wikidata,2026-02-18
Haldiram's,haldirams.com,seed,India,india,food industry,https://www.haldirams.com,Q17054442,9,0.0,0,26.97,wikidata,2026-02-18
Brown-Forman,brown-forman.com,seed,United States,us,beverage industry,http://www.brown-forman.com,Q392221,9,0.0,0,26.97,wikidata,2026-02-18
Blue Bell Creameries,bluebell.com,seed,United States,us,food industry,http://www.bluebell.com/,Q4928865,9,0.0,0,26.97,wikidata,2026-02-18
Melitta,melitta-group.com,seed,Germany,europe,consumer goods industry,http://www.melitta-group.com,Q566807,15,0.0,3672,26.941,wikidata,2026-02-18
United Natural Foods,unfi.com,seed,United States,us,food distribution,https://www.unfi.com/,Q7888979,8,0.0,0,26.89,wikidata,2026-02-18
Perdue Farms,perdue.com,seed,United States,us,food industry,http://www.perdue.com,Q7167716,8,0.0,0,26.89,wikidata,2026-02-18
Brown & Williamson,archive.org,seed,United States,us,tobacco industry,https://web.archive.org/web/19980426143800/http://www.bw.com,Q2926338,8,0.0,0,26.89,wikidata,2026-02-18
Britannia Industries,britannia.co.in,seed,India,india,food industry,http://www.britannia.co.in/,Q4969284,8,0.0,0,26.89,wikidata,2026-02-18
Ülker,ulker.com.tr,seed,Turkey,europe,food industry,http://www.ulker.com.tr/,Q334789,32,0.0,8923,26.8408,wikidata,2026-02-18
Zaxby's,zaxbys.com,seed,United States,us,food,http://www.zaxbys.com,Q8067525,7,0.0,0,26.81,wikidata,2026-02-18
Land O'Lakes,landolakesinc.com,seed,United States,us,food industry,https://www.landolakesinc.com/,Q6483918,7,0.0,0,26.81,wikidata,2026-02-18
Ingredion,ingredion.com,seed,United States,us,food industry,http://www.ingredion.com,Q8273105,7,0.0,0,26.81,wikidata,2026-02-18
Hamdard Laboratories (India),hamdard.com,seed,India,india,food,http://www.hamdard.com,Q5644379,7,0.0,0,26.81,wikidata,2026-02-18
Goya Foods,goya.com,seed,United States,us,food industry,http://www.goya.com/,Q5590161,7,0.0,0,26.81,wikidata,2026-02-18
Dreyer's,dreyers.com,seed,United States,us,dairy,http://www.dreyers.com/,Q5307360,7,0.0,0,26.81,wikidata,2026-02-18
NutriEnergized Ltd,nutrienergized.com,seed,United Kingdom,uk,consumer goods industry,https://www.nutrienergized.com/shop/,Q109680471,0,0.0,0,26.75,wikidata,2026-02-18
ViSalus,visalus.com,seed,United States,us,food industry,http://www.visalus.com,Q7924313,6,0.0,0,26.73,wikidata,2026-02-18
USANA Health Sciences,usana.com,seed,United States,us,food industry,https://www.usana.com/,Q2502355,6,0.0,0,26.73,wikidata,2026-02-18
Pepperidge Farm,pepperidgefarm.com,seed,United States,us,food processing,https://www.pepperidgefarm.com/,Q2069747,6,0.0,0,26.73,wikidata,2026-02-18
Morinda,morinda.com,seed,United States,us,food industry,https://morinda.com/,Q1426699,6,0.0,0,26.73,wikidata,2026-02-18
Mannatech,mannatech.com,seed,United States,us,food industry,https://www.mannatech.com/,Q3372572,6,0.0,0,26.73,wikidata,2026-02-18
Keebler Company,keebler.com,seed,United States,us,food processing,https://www.keebler.com/,Q6382670,6,0.0,0,26.73,wikidata,2026-02-18
